,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,zona,indice_rt
7166,2021-01-30,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,596,57,653,10641,11294,-77,415,53466,2378,,,67138,1142473,415009.0,3.0,64737.0,2401.0,1107990.0,34483.0,arancione,0.8417562415496791
7187,2021-01-31,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,590,60,650,10683,11333,39,396,53807,2394,,,67534,1146864,416815.0,8.0,65047.0,2487.0,1111452.0,35412.0,arancione,0.9053665849310354
7208,2021-02-01,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,593,61,654,10655,11309,-24,129,53936,2418,,,67663,1148761,417547.0,10.0,65127.0,2536.0,1112860.0,35901.0,gialla,0.8414726275397566
7229,2021-02-02,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,579,61,640,10586,11226,-83,258,54251,2444,,,67921,1154752,418885.0,8.0,65319.0,2602.0,1118072.0,36680.0,gialla,0.8324830101614461
7250,2021-02-03,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,561,63,624,10556,11180,-46,692,54962,2471,,,68613,1166449,422735.0,5.0,65818.0,2795.0,1126574.0,39875.0,gialla,0.8559035774836311
7271,2021-02-04,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,550,64,614,10647,11261,81,355,55217,2490,,,68968,1172232,424647.0,4.0,66070.0,2898.0,1130476.0,41756.0,gialla,0.8389871254188324
7292,2021-02-05,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,536,65,601,10454,11055,-206,446,55837,2522,,,69414,1179534,427502.0,8.0,66382.0,3032.0,1135872.0,43662.0,gialla,0.8479269151474638
7313,2021-02-06,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,533,63,596,10276,10872,-183,413,56408,2547,,,69827,1191476,432116.0,4.0,66691.0,3136.0,1141573.0,49903.0,gialla,0.8695989671159904
7334,2021-02-07,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,521,63,584,10203,10787,-85,285,56764,2561,,,70112,1196172,433968.0,3.0,66912.0,3200.0,1145376.0,50796.0,gialla,0.7815718900534614
7355,2021-02-08,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,527,63,590,10152,10742,-45,132,56907,2595,,,70244,1198414,434761.0,9.0,67018.0,3226.0,1147226.0,51188.0,gialla,0.8277132488004414
7376,2021-02-09,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,501,66,567,9979,10546,-196,271,57364,2605,,,70515,1204993,437096.0,5.0,67202.0,3313.0,1151547.0,53446.0,gialla,0.7999870467522205
7397,2021-02-10,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,481,65,546,9773,10319,-227,361,57938,2619,,,70876,1214627,440088.0,0.0,67448.0,3428.0,1158058.0,56569.0,gialla,0.8069095657402956
7418,2021-02-11,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,457,66,523,9714,10237,-82,409,58389,2659,,,71285,1225100,442616.0,7.0,67743.0,3542.0,1166888.0,58212.0,gialla,0.8022979879387957
7439,2021-02-12,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,440,64,504,9681,10185,-52,290,58719,2671,,,71575,1231738,444712.0,1.0,67929.0,3646.0,1171737.0,60001.0,gialla,0.7744371810923357
7460,2021-02-13,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,425,60,485,9536,10021,-164,357,59229,2682,,,71932,1240999,447280.0,1.0,68195.0,3737.0,1178991.0,62008.0,gialla,0.7969775502303837
7481,2021-02-14,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,414,61,475,9296,9771,-250,216,59684,2693,,,72148,1246637,449167.0,4.0,68369.0,3779.0,1182831.0,63806.0,gialla,0.8223520220077963
7502,2021-02-15,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,412,63,475,9284,9759,-12,40,59724,2705,,,72188,1247709,449582.0,4.0,68395.0,3793.0,1183593.0,64116.0,gialla,0.7923523558813969
7523,2021-02-16,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,396,60,456,9015,9471,-288,260,60262,2715,,,72448,1255791,452012.0,3.0,68570.0,3878.0,1189295.0,66496.0,gialla,0.8320341135529524
7544,2021-02-17,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,384,59,443,8969,9412,-59,333,60647,2722,,,72781,1265663,454819.0,2.0,68822.0,3959.0,1196858.0,68805.0,gialla,0.8510902192595026
7565,2021-02-18,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,361,58,419,8991,9410,-2,262,60900,2733,,,73043,1273548,457337.0,6.0,69019.0,4024.0,1202324.0,71224.0,gialla,0.9059993621338437
7586,2021-02-19,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,349,56,405,8956,9361,-49,310,61244,2748,,,73353,1281941,459555.0,3.0,69247.0,4106.0,1208281.0,73660.0,gialla,0.9624053885009165
7607,2021-02-20,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,348,60,408,8844,9252,-109,326,61671,2756,,,73679,1291733,462473.0,6.0,69463.0,4216.0,1214064.0,77669.0,gialla,0.9651453856952605
7628,2021-02-21,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,350,57,407,8867,9274,22,284,61925,2764,,,73963,1296872,464049.0,5.0,69682.0,4281.0,1217526.0,79346.0,gialla,1.0703054983266385
7649,2021-02-22,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,350,56,406,8885,9291,17,145,62042,2775,,,74108,1299729,464867.0,4.0,69796.0,4312.0,1219261.0,80468.0,gialla,1.2887112291999874
7670,2021-02-23,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,353,57,410,8761,9171,-120,241,62386,2792,,,74349,1309050,467090.0,5.0,69948.0,4401.0,1224938.0,84112.0,gialla,1.3415633747212667
7691,2021-02-24,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,345,58,403,8914,9317,146,503,62733,2802,,,74852,1318662,470238.0,7.0,70265.0,4587.0,1230850.0,87812.0,gialla,1.372445367804854
7712,2021-02-25,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,335,56,391,9249,9640,323,683,63078,2817,,,75535,1328704,473707.0,4.0,70714.0,4821.0,1237507.0,91197.0,gialla,1.3612041858315838
7733,2021-02-26,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,348,56,404,9471,9875,235,468,63305,2823,,,76003,1337295,476513.0,6.0,71008.0,4995.0,1243380.0,93915.0,gialla,1.352878276107735
7754,2021-02-27,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,355,62,417,9568,9985,110,468,63652,2834,,,76471,1345374,479004.0,9.0,71335.0,5136.0,1249279.0,96095.0,gialla,1.4147632883549994
7775,2021-02-28,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,361,61,422,9660,10082,97,341,63889,2841,,,76812,1349711,480845.0,6.0,71577.0,5235.0,1252420.0,97291.0,gialla,1.4120647614528952
7796,2021-03-01,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,373,62,435,9727,10162,80,172,63978,2844,,,76984,1351758,481762.0,2.0,71722.0,5262.0,1254007.0,97751.0,gialla,1.2944920900604757
7817,2021-03-02,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,380,61,441,9765,10206,44,479,64401,2856,,,77463,1361337,484934.0,5.0,72005.0,5458.0,1260123.0,101214.0,gialla,1.3615219196111081
7838,2021-03-03,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,386,62,448,10107,10555,349,693,64735,2866,,,78156,1370182,488423.0,7.0,72492.0,5664.0,1266399.0,103783.0,gialla,1.3685636039603981
7859,2021-03-04,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,392,63,455,10485,10940,385,643,64983,2876,,,78799,1379290,491899.0,4.0,72885.0,5914.0,1272378.0,106912.0,gialla,1.3663389636224235
7880,2021-03-05,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,396,64,460,10933,11393,453,823,65341,2888,,,79622,1389420,495953.0,4.0,73460.0,6162.0,1279274.0,110146.0,gialla,1.415634606775834
7901,2021-03-06,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,409,63,472,11214,11686,293,661,65698,2899,,,80283,1399685,499211.0,8.0,73942.0,6341.0,1286424.0,113261.0,gialla,1.3953319629703915
7922,2021-03-07,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,447,57,504,11344,11848,162,466,65991,2910,,,80749,1404463,501473.0,3.0,74218.0,6531.0,1289561.0,114902.0,gialla,1.3641883240097097
7943,2021-03-08,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,457,58,515,11522,12037,189,415,66198,2929,,,81164,1408009,503160.0,9.0,74537.0,6627.0,1292378.0,115631.0,arancione,1.3855857866799492
7964,2021-03-09,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,478,60,538,11672,12210,173,598,66609,2943,,,81762,1417187,505764.0,6.0,74888.0,6874.0,1298561.0,118626.0,arancione,1.3398595786730472
7985,2021-03-10,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,489,64,553,12118,12671,461,866,67002,2955,,,82628,1426745,509563.0,9.0,75362.0,7266.0,1304834.0,121911.0,arancione,1.3477812323251732
8006,2021-03-11,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,497,61,558,12616,13174,503,991,67474,2971,,,83619,1437532,514073.0,4.0,76013.0,7606.0,1312371.0,125161.0,arancione,1.341714904310136
8027,2021-03-12,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,498,65,563,13178,13741,567,971,67864,2985,,,84590,1449956,518821.0,7.0,76648.0,7942.0,1320966.0,128990.0,arancione,1.3069529018328312
8048,2021-03-13,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,504,65,569,13606,14175,434,953,68368,3000,,,85543,1460244,522935.0,11.0,77277.0,8266.0,1328053.0,132191.0,arancione,1.2778289701190406
8069,2021-03-14,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,528,67,595,13746,14341,166,604,68796,3010,,,86147,1467421,526212.0,8.0,77708.0,8439.0,1332599.0,134822.0,arancione,1.2478023112324585
8090,2021-03-15,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,532,70,602,13836,14438,97,398,69080,3027,,,86545,1471079,527746.0,6.0,78077.0,8468.0,1335813.0,135266.0,rossa,1.2081283654193815
8111,2021-03-16,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,530,77,607,14167,14774,336,672,69401,3042,,,87217,1481351,530744.0,13.0,78320.0,8897.0,1340614.0,140737.0,rossa,1.1506115741251113
8132,2021-03-17,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,538,76,614,14388,15002,228,986,70144,3057,,,88203,1495255,535476.0,5.0,78958.0,9245.0,1350481.0,144774.0,rossa,1.1085361667550522
8153,2021-03-18,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,545,77,622,14904,15526,524,1058,70659,3076,,,89261,1507695,539823.0,9.0,79682.0,9579.0,1359006.0,148689.0,rossa,1.0895054254948922
8174,2021-03-19,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,547,77,624,15239,15863,337,910,71211,3097,,,90171,1519614,543981.0,7.0,80275.0,9896.0,1366491.0,153123.0,rossa,1.0828334076778137
8195,2021-03-20,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,564,80,644,15540,16184,321,906,71782,3111,,,91077,1530951,548238.0,6.0,80895.0,10182.0,1373890.0,157061.0,rossa,1.0474909312646106
8216,2021-03-21,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,596,81,677,15468,16145,-39,578,72384,3126,,,91655,1537913,551050.0,6.0,81284.0,10371.0,1378862.0,159051.0,rossa,0.9921461768264639
8237,2021-03-22,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,611,82,693,15676,16369,224,405,72547,3144,,,92060,1541489,552430.0,12.0,81598.0,10462.0,1381766.0,159723.0,rossa,0.9450556587599807
8258,2021-03-23,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,620,83,703,15577,16280,-89,548,73162,3166,,,92608,1551667,555461.0,8.0,81909.0,10699.0,1388530.0,163137.0,rossa,0.9231208339216054
8279,2021-03-24,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,634,80,714,16026,16740,460,762,73444,3186,,,93370,1564663,559646.0,7.0,82437.0,10933.0,1397452.0,167211.0,rossa,0.8874634315050883
8300,2021-03-25,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,645,78,723,15245,15968,-772,842,75045,3199,,,94212,1573489,563322.0,8.0,82998.0,11214.0,1403101.0,170388.0,rossa,0.8700561772149725
8321,2021-03-26,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,650,78,728,15292,16020,52,768,75733,3227,,,94980,1583938,566752.0,5.0,83507.0,11473.0,1410324.0,173614.0,rossa,0.8580405546330617
8342,2021-03-27,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,645,82,727,15124,15851,-169,672,76560,3241,,,95652,1595003,570496.0,11.0,83940.0,11712.0,1418345.0,176658.0,rossa,0.0
8363,2021-03-28,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,662,84,746,14880,15626,-225,446,77208,3264,,,96098,1601770,573080.0,7.0,84290.0,11808.0,1423253.0,178517.0,rossa,0.0
8384,2021-03-29,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,680,86,766,14740,15506,-120,301,77618,3275,,,96399,1605290,574269.0,10.0,84547.0,11852.0,1426094.0,179196.0,rossa,0.0
5382,2020-11-06,ITA,12,Lazio,41.89277044,12.48366722,2511,234,2745,43939,46684,2394,2699,12653,1370,19176.0,41531.0,60707,1591303,1296386.0,,,,,,gialla,1.2138761998227139
5403,2020-11-07,ITA,12,Lazio,41.89277044,12.48366722,2619,237,2856,46180,49036,2352,2618,12892,1397,19717.0,43608.0,63325,1621947,1322844.0,,,,,,gialla,1.205340741977216
5424,2020-11-08,ITA,12,Lazio,41.89277044,12.48366722,2686,237,2923,48455,51378,2342,2489,13023,1413,20086.0,45728.0,65814,1646433,1341488.0,,,,,,gialla,1.1747334075033433
5445,2020-11-09,ITA,12,Lazio,41.89277044,12.48366722,2761,237,2998,50276,53274,1896,2153,13264,1429,20643.0,47324.0,67967,1668951,1357006.0,,,,,,gialla,1.137864485512637
5466,2020-11-10,ITA,12,Lazio,41.89277044,12.48366722,2785,257,3042,52547,55589,2315,2608,13521,1465,21398.0,49177.0,70575,1698266,1381230.0,,,,,,gialla,1.124577045984842
5487,2020-11-11,ITA,12,Lazio,41.89277044,12.48366722,2913,255,3168,54415,57583,1994,2479,13968,1503,22020.0,51034.0,73054,1724820,1403357.0,,,,,,gialla,1.1247570636724937
5508,2020-11-12,ITA,12,Lazio,41.89277044,12.48366722,2953,259,3212,56707,59919,2336,2686,14269,1552,22720.0,53020.0,75740,1753939,1425173.0,,,,,,gialla,1.1135484346609248
5529,2020-11-13,ITA,12,Lazio,41.89277044,12.48366722,3018,260,3278,59121,62399,2480,2925,14680,1586,23675.0,54990.0,78665,1782248,1446989.0,,,,,,gialla,1.1125751061133808
5550,2020-11-14,ITA,12,Lazio,41.89277044,12.48366722,3076,273,3349,61609,64958,2559,2997,15079,1625,24255.0,57407.0,81662,1812070,1471685.0,,,,,,gialla,1.0916944753637867
5571,2020-11-15,ITA,12,Lazio,41.89277044,12.48366722,3159,274,3433,63876,67309,2351,2612,15319,1646,24803.0,59471.0,84274,1834504,1490435.0,,,,,,gialla,1.0996132183618026
5592,2020-11-16,ITA,12,Lazio,41.89277044,12.48366722,3099,278,3377,65893,69270,1961,2407,15731,1680,24948.0,61733.0,86681,1854203,1503973.0,,,,,,gialla,1.086062884655343
5613,2020-11-17,ITA,12,Lazio,41.89277044,12.48366722,3066,308,3374,67881,71255,1985,2538,16225,1739,25547.0,63672.0,89219,1879261,1524981.0,,,,,,gialla,1.0577116551605414
5634,2020-11-18,ITA,12,Lazio,41.89277044,12.48366722,3056,318,3374,70117,73491,2236,2866,16775,1819,27091.0,64994.0,92085,1906130,1546539.0,,,,,,gialla,1.028537825538035
5655,2020-11-19,ITA,12,Lazio,41.89277044,12.48366722,3103,329,3432,72109,75541,2050,2697,17361,1880,27660.0,67122.0,94782,1933649,1570432.0,,,,,,gialla,1.01852872954924
5676,2020-11-20,ITA,12,Lazio,41.89277044,12.48366722,3202,337,3539,74207,77746,2205,2667,17782,1921,27794.0,69655.0,97449,1960536,1592354.0,,,,,,gialla,1.0118186323025293
5697,2020-11-21,ITA,12,Lazio,41.89277044,12.48366722,3257,337,3594,76282,79876,2130,2658,18273,1958,28357.0,71750.0,100107,1990582,1617550.0,,,,,,gialla,1.008123207130669
5718,2020-11-22,ITA,12,Lazio,41.89277044,12.48366722,3298,339,3637,78416,82053,2177,2533,18609,1978,28665.0,73975.0,102640,2015225,1636960.0,,,,,,gialla,0.9648817835969835
5739,2020-11-23,ITA,12,Lazio,41.89277044,12.48366722,3351,335,3686,80203,83889,1836,2341,19066,2026,29025.0,75956.0,104981,2035549,1653284.0,,,,,,gialla,0.9434509574731795
5760,2020-11-24,ITA,12,Lazio,41.89277044,12.48366722,3361,345,3706,82090,85796,1907,2509,19606,2088,29458.0,78032.0,107490,2063500,1679178.0,,,,,,gialla,0.9276594546112528
5781,2020-11-25,ITA,12,Lazio,41.89277044,12.48366722,3348,349,3697,82868,86565,769,2102,20881,2146,30494.0,79098.0,109592,2092689,1703897.0,,,,,,gialla,0.9026455623860473
5802,2020-11-26,ITA,12,Lazio,41.89277044,12.48366722,3408,352,3760,83543,87303,738,2260,22334,2215,31812.0,80040.0,111852,2118597,1726408.0,,,,,,gialla,0.882119204487479
5823,2020-11-27,ITA,12,Lazio,41.89277044,12.48366722,3407,355,3762,84172,87934,631,2276,23910,2284,32301.0,81827.0,114128,2142893,1743866.0,,,,,,gialla,0.8506040006287875
5844,2020-11-28,ITA,12,Lazio,41.89277044,12.48366722,3352,356,3708,85554,89262,1328,2070,24627,2309,32955.0,83243.0,116198,2171386,1766817.0,,,,,,gialla,0.8171205631893461
5865,2020-11-29,ITA,12,Lazio,41.89277044,12.48366722,3358,355,3713,85999,89712,450,1993,26151,2328,33054.0,85137.0,118191,2194299,1784328.0,,,,,,gialla,0.8177875441630701
5886,2020-11-30,ITA,12,Lazio,41.89277044,12.48366722,3384,350,3734,86467,90201,489,1589,27212,2367,33635.0,86145.0,119780,2214307,1799351.0,,,,,,gialla,0.8100336881201562
5907,2020-12-01,ITA,12,Lazio,41.89277044,12.48366722,3241,352,3593,87345,90938,737,1669,28080,2431,34254.0,87195.0,121449,2241091,1823889.0,,,,,,gialla,0.8069058737013111
5928,2020-12-02,ITA,12,Lazio,41.89277044,12.48366722,3282,350,3632,88272,91904,966,1791,28860,2476,34706.0,88534.0,123240,2265780,1843535.0,,,,,,gialla,0.8140067246948918
5949,2020-12-03,ITA,12,Lazio,41.89277044,12.48366722,3233,364,3597,89282,92879,975,1769,29616,2514,0.0,0.0,125009,2288573,1852335.0,23.0,,,,,gialla,0.8150655809902155
5970,2020-12-04,ITA,12,Lazio,41.89277044,12.48366722,3178,360,3538,90299,93837,958,1831,30427,2576,,,126840,2311519,1852335.0,16.0,,,,,gialla,0.8219798064058444
5991,2020-12-05,ITA,12,Lazio,41.89277044,12.48366722,3075,349,3424,90055,93479,-358,1783,32536,2608,,,128623,2332438,1867721.0,15.0,,,,,gialla,0.8337915030950461
6012,2020-12-06,ITA,12,Lazio,41.89277044,12.48366722,3136,340,3476,90735,94211,732,1632,33422,2622,,,130255,2351951,1882721.0,20.0,,,,,gialla,0.8198149486049596
6033,2020-12-07,ITA,12,Lazio,41.89277044,12.48366722,3209,340,3549,89965,93514,-697,1372,35445,2668,,,131627,2367867,1889955.0,14.0,,,,,gialla,0.8234424906629992
6054,2020-12-08,ITA,12,Lazio,41.89277044,12.48366722,3091,341,3432,90577,94009,495,1501,36418,2701,,,133128,2384802,1896955.0,30.0,,,,,gialla,0.8006146808919427
6075,2020-12-09,ITA,12,Lazio,41.89277044,12.48366722,3109,342,3451,90367,93818,-191,1297,37873,2734,,,134425,2398526,1903293.0,20.0,,,,,gialla,0.7785312134780391
6096,2020-12-10,ITA,12,Lazio,41.89277044,12.48366722,3036,339,3375,87392,90767,-3051,1488,42344,2802,,,135913,2414442,1912167.0,19.0,,,,,gialla,0.783768065335594
6117,2020-12-11,ITA,12,Lazio,41.89277044,12.48366722,3026,339,3365,84828,88193,-2574,1230,46080,2870,,,137143,2429359,1919497.0,19.0,,,,,gialla,0.8055602382335071
6138,2020-12-12,ITA,12,Lazio,41.89277044,12.48366722,2969,337,3306,84012,87318,-875,1194,48108,2911,,,138337,2445445,1927721.0,14.0,,,,,gialla,0.8021955349901149
6159,2020-12-13,ITA,12,Lazio,41.89277044,12.48366722,2937,341,3278,83331,86609,-709,1339,50129,2938,,,139676,2460260,1936456.0,16.0,,,,,gialla,0.8207663266933248
6180,2020-12-14,ITA,12,Lazio,41.89277044,12.48366722,2938,347,3285,82564,85849,-760,1315,52166,2976,,,140991,2473825,1943456.0,15.0,,,,,gialla,0.861600127567274
6201,2020-12-15,ITA,12,Lazio,41.89277044,12.48366722,2921,321,3242,80979,84221,-1628,1159,54870,3059,,,142150,2489437,1949641.0,12.0,,,,,gialla,0.9043583364389483
6222,2020-12-16,ITA,12,Lazio,41.89277044,12.48366722,2869,305,3174,78093,81267,-2954,1220,59004,3099,,,143370,2505142,1957157.0,20.0,,,,,gialla,0.9437807544861284
6243,2020-12-17,ITA,12,Lazio,41.89277044,12.48366722,2860,311,3171,75459,78630,-2637,1597,63181,3156,,,144967,2521048,1965889.0,12.0,,,,,gialla,0.944441658601011
6264,2020-12-18,ITA,12,Lazio,41.89277044,12.48366722,2780,310,3090,74069,77159,-1471,1428,66006,3230,,,146395,2537032,1972934.0,9.0,,,,,gialla,0.9458242483185365
6285,2020-12-19,ITA,12,Lazio,41.89277044,12.48366722,2773,306,3079,73510,76589,-570,1410,67945,3271,,,147805,2552084,1980503.0,14.0,,,,,gialla,0.9694968955978789
6306,2020-12-20,ITA,12,Lazio,41.89277044,12.48366722,2784,306,3090,73690,76780,191,1213,68946,3292,,,149018,2565665,1986503.0,14.0,,,,,gialla,0.9486575904703043
6327,2020-12-21,ITA,12,Lazio,41.89277044,12.48366722,2720,307,3027,73465,76492,-288,1205,70397,3334,,,150223,2577902,1991424.0,14.0,,,,,gialla,0.9520623866014581
6348,2020-12-22,ITA,12,Lazio,41.89277044,12.48366722,2720,292,3012,72937,75949,-543,1288,72172,3390,,,151511,2590884,1996655.0,14.0,,,,,gialla,0.9914604675830638
6369,2020-12-23,ITA,12,Lazio,41.89277044,12.48366722,2740,286,3026,72676,75702,-247,946,73321,3434,,,152457,2603776,2002566.0,13.0,,,,,gialla,0.9678389226991838
6390,2020-12-24,ITA,12,Lazio,41.89277044,12.48366722,2690,293,2983,72508,75491,-211,1519,75027,3458,,,153976,2619089,2009090.0,14.0,,,,,rossa,0.9492045148692443
6411,2020-12-25,ITA,12,Lazio,41.89277044,12.48366722,2666,290,2956,73118,76074,583,1691,76104,3489,,,155667,2635605,2016092.0,18.0,,,,,rossa,0.9294575446405938
6432,2020-12-26,ITA,12,Lazio,41.89277044,12.48366722,2742,297,3039,73255,76294,220,1123,76983,3513,,,156790,2646199,2020174.0,7.0,,,,,rossa,0.9311232077903213
6453,2020-12-27,ITA,12,Lazio,41.89277044,12.48366722,2802,301,3103,73335,76438,144,977,77800,3529,,,157767,2656014,2023876.0,14.0,,,,,rossa,0.9848353007705332
6474,2020-12-28,ITA,12,Lazio,41.89277044,12.48366722,2820,307,3127,72943,76070,-368,966,79087,3576,,,158733,2665428,2028405.0,16.0,,,,,arancione,1.023014606351058
6495,2020-12-29,ITA,12,Lazio,41.89277044,12.48366722,2854,305,3159,71526,74685,-1385,1218,81636,3630,,,159951,2676624,2034049.0,15.0,,,,,arancione,1.0518566681932853
6516,2020-12-30,ITA,12,Lazio,41.89277044,12.48366722,2808,303,3111,71352,74463,-222,1333,83125,3696,,,161284,2690302,2039177.0,18.0,,,,,arancione,1.0672378666338338
6537,2020-12-31,ITA,12,Lazio,41.89277044,12.48366722,2789,303,3092,72081,75173,710,1767,84109,3769,,,163051,2706603,2045449.0,15.0,,,,,rossa,1.138491024322105
6558,2021-01-01,ITA,12,Lazio,41.89277044,12.48366722,2752,305,3057,73304,76361,1188,1913,84811,3792,,,164964,2721083,2052446.0,13.0,,,,,rossa,1.1690210691006497
6579,2021-01-02,ITA,12,Lazio,41.89277044,12.48366722,2792,315,3107,73341,76448,87,1275,85975,3816,,,166239,2730769,2056450.0,10.0,,,,,rossa,1.2075055846874663
