,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,zona,indice_rt
5812,2020-11-26,ITA,19,Sicilia,38.11569725,13.362356699999998,1545,253,1798,36710,38508,188,1768,18890,1371,35885.0,22884.0,58769,922944,632415.0,,,,,,arancione,0.8860246472145061
5833,2020-11-27,ITA,19,Sicilia,38.11569725,13.362356699999998,1539,250,1789,37294,39083,575,1566,19834,1418,36815.0,23520.0,60335,933579,639257.0,,,,,,arancione,0.8874027541461196
5854,2020-11-28,ITA,19,Sicilia,38.11569725,13.362356699999998,1519,247,1766,38116,39882,799,1189,20181,1461,37424.0,24100.0,61524,942356,644441.0,,,,,,arancione,0.912129819860543
5875,2020-11-29,ITA,19,Sicilia,38.11569725,13.362356699999998,1522,241,1763,38721,40484,602,1024,20558,1506,38028.0,24520.0,62548,951321,649920.0,,,,,,gialla,0.943655250727872
5896,2020-11-30,ITA,19,Sicilia,38.11569725,13.362356699999998,1547,226,1773,38851,40624,140,1138,21507,1555,38536.0,25150.0,63686,959923,654885.0,,,,,,gialla,0.9100588096755208
5917,2020-12-01,ITA,19,Sicilia,38.11569725,13.362356699999998,1517,220,1737,38993,40730,106,1399,22766,1589,39286.0,25799.0,65085,970696,661271.0,,,,,,gialla,0.9048657018994629
5938,2020-12-02,ITA,19,Sicilia,38.11569725,13.362356699999998,1494,220,1714,38017,39731,-999,1483,25221,1616,40116.0,26452.0,66568,982232,668442.0,,,,,,gialla,0.9232439551740662
5959,2020-12-03,ITA,19,Sicilia,38.11569725,13.362356699999998,1465,221,1686,38094,39780,49,1294,26432,1650,0.0,0.0,67862,992813,674771.0,15.0,,,,,gialla,0.9337799123987024
5980,2020-12-04,ITA,19,Sicilia,38.11569725,13.362356699999998,1431,216,1647,37703,39350,-430,1365,28188,1689,,,69227,1002839,680641.0,12.0,,,,,gialla,0.920717301684675
6001,2020-12-05,ITA,19,Sicilia,38.11569725,13.362356699999998,1400,215,1615,37925,39540,190,1240,29204,1723,,,70467,1013714,687039.0,12.0,,,,,gialla,0.9066828192077787
6022,2020-12-06,ITA,19,Sicilia,38.11569725,13.362356699999998,1367,213,1580,38166,39746,206,1022,29984,1759,,,71489,1021846,692062.0,8.0,,,,,gialla,0.8387647155620622
6043,2020-12-07,ITA,19,Sicilia,38.11569725,13.362356699999998,1387,205,1592,38654,40246,500,918,30368,1793,,,72407,1030232,696890.0,9.0,,,,,gialla,0.8315140321736507
6064,2020-12-08,ITA,19,Sicilia,38.11569725,13.362356699999998,1374,199,1573,37982,39555,-691,1148,32171,1829,,,73555,1040198,702770.0,15.0,,,,,gialla,0.8113625358257374
6085,2020-12-09,ITA,19,Sicilia,38.11569725,13.362356699999998,1374,198,1572,37075,38647,-908,753,33798,1863,,,74308,1047211,707036.0,18.0,,,,,gialla,0.810120034631282
6106,2020-12-10,ITA,19,Sicilia,38.11569725,13.362356699999998,1342,197,1539,35430,36969,-1678,1059,36503,1895,,,75367,1056737,712959.0,21.0,,,,,gialla,0.8065289475372246
6127,2020-12-11,ITA,19,Sicilia,38.11569725,13.362356699999998,1280,197,1477,34933,36410,-559,999,38033,1923,,,76366,1066271,717462.0,15.0,,,,,gialla,0.8284772895171554
6148,2020-12-12,ITA,19,Sicilia,38.11569725,13.362356699999998,1243,196,1439,34322,35761,-649,1016,39675,1946,,,77382,1075330,723402.0,16.0,,,,,gialla,0.8476893465907065
6169,2020-12-13,ITA,19,Sicilia,38.11569725,13.362356699999998,1226,198,1424,34295,35719,-42,808,40504,1967,,,78190,1082424,727787.0,12.0,,,,,gialla,0.9094788448070226
6190,2020-12-14,ITA,19,Sicilia,38.11569725,13.362356699999998,1237,189,1426,34415,35841,122,914,41264,1999,,,79104,1089515,732421.0,12.0,,,,,gialla,0.9038637258230168
6211,2020-12-15,ITA,19,Sicilia,38.11569725,13.362356699999998,1225,185,1410,34559,35969,128,1087,42192,2030,,,80191,1098601,737959.0,14.0,,,,,gialla,0.8841231066417387
6232,2020-12-16,ITA,19,Sicilia,38.11569725,13.362356699999998,1188,183,1371,33805,35176,-793,1065,44021,2059,,,81256,1108575,744403.0,18.0,,,,,gialla,0.8826415730704376
6253,2020-12-17,ITA,19,Sicilia,38.11569725,13.362356699999998,1131,179,1310,33378,34688,-488,872,45353,2087,,,82128,1117928,750056.0,10.0,,,,,gialla,0.8964307403327324
6274,2020-12-18,ITA,19,Sicilia,38.11569725,13.362356699999998,1091,182,1273,32592,33865,-823,731,46885,2109,,,82859,1126037,755132.0,19.0,,,,,gialla,0.8755109634062663
6295,2020-12-19,ITA,19,Sicilia,38.11569725,13.362356699999998,1071,174,1245,32598,33843,-22,878,47763,2131,,,83737,1133274,759544.0,7.0,,,,,gialla,0.8682196918694378
6316,2020-12-20,ITA,19,Sicilia,38.11569725,13.362356699999998,1076,178,1254,32629,33883,40,792,48491,2155,,,84529,1140383,764128.0,13.0,,,,,gialla,0.8695587390064151
6337,2020-12-21,ITA,19,Sicilia,38.11569725,13.362356699999998,1086,181,1267,32636,33903,20,669,49114,2181,,,85198,1146599,768070.0,16.0,,,,,gialla,0.8852348566257374
6358,2020-12-22,ITA,19,Sicilia,38.11569725,13.362356699999998,1059,176,1235,32257,33492,-411,894,50397,2203,,,86092,1155288,773208.0,7.0,,,,,gialla,0.8991475381276667
6379,2020-12-23,ITA,19,Sicilia,38.11569725,13.362356699999998,1028,176,1204,32410,33614,122,932,51197,2213,,,87024,1164552,779017.0,6.0,,,,,gialla,0.8270055981912093
6400,2020-12-24,ITA,19,Sicilia,38.11569725,13.362356699999998,1008,173,1181,32199,33380,-234,853,52258,2239,,,87877,1172687,783825.0,16.0,,,,,rossa,0.8276149871752564
6421,2020-12-25,ITA,19,Sicilia,38.11569725,13.362356699999998,995,174,1169,32063,33232,-148,720,53109,2256,,,88597,1179159,788040.0,15.0,,,,,rossa,0.8442615158064498
6442,2020-12-26,ITA,19,Sicilia,38.11569725,13.362356699999998,1014,170,1184,32106,33290,58,337,53361,2283,,,88934,1183197,790541.0,8.0,,,,,rossa,0.8888752080201188
6463,2020-12-27,ITA,19,Sicilia,38.11569725,13.362356699999998,1027,174,1201,31966,33167,-123,682,54151,2298,,,89616,1188827,793985.0,14.0,,,,,rossa,0.943313592635007
6484,2020-12-28,ITA,19,Sicilia,38.11569725,13.362356699999998,1064,175,1239,32007,33246,79,650,54694,2326,,,90266,1194520,797698.0,15.0,,,,,arancione,1.0408502706413871
6505,2020-12-29,ITA,19,Sicilia,38.11569725,13.362356699999998,1093,169,1262,32147,33409,163,995,55500,2352,,,91261,1203327,802862.0,8.0,,,,,arancione,1.1152615944246826
6526,2020-12-30,ITA,19,Sicilia,38.11569725,13.362356699999998,1085,166,1251,32136,33387,-22,1084,56577,2381,,,92345,1211824,808160.0,12.0,,,,,arancione,1.180199685082576
6547,2020-12-31,ITA,19,Sicilia,38.11569725,13.362356699999998,1069,171,1240,32628,33868,481,1299,57364,2412,,,93644,1219132,812545.0,13.0,,,,,rossa,1.2293571710958384
6568,2021-01-01,ITA,19,Sicilia,38.11569725,13.362356699999998,1073,176,1249,33098,34347,479,1122,57979,2440,,,94766,1226629,817045.0,11.0,,,,,rossa,1.332344981544564
6589,2021-01-02,ITA,19,Sicilia,38.11569725,13.362356699999998,1090,186,1276,33674,34950,603,734,58082,2468,,,95500,1231722,820100.0,20.0,,,,,rossa,1.3838170416083047
6610,2021-01-03,ITA,19,Sicilia,38.11569725,13.362356699999998,1137,184,1321,34270,35591,641,1047,58462,2494,,,96547,1238041,823898.0,11.0,,,,,rossa,1.4189310244807847
6631,2021-01-04,ITA,19,Sicilia,38.11569725,13.362356699999998,1181,186,1367,35211,36578,987,1391,58832,2528,,,97938,1245638,828750.0,13.0,,,,,arancione,1.3715027933190345
6652,2021-01-05,ITA,19,Sicilia,38.11569725,13.362356699999998,1198,190,1388,36038,37426,848,1576,59524,2564,,,99514,1255175,835040.0,17.0,,,,,rossa,1.406075325702355
6673,2021-01-06,ITA,19,Sicilia,38.11569725,13.362356699999998,1190,194,1384,36355,37739,313,1692,60874,2593,,,101206,1264942,840900.0,17.0,,,,,rossa,1.4975839220756348
6694,2021-01-07,ITA,19,Sicilia,38.11569725,13.362356699999998,1228,196,1424,37281,38705,966,1435,61307,2629,,,102641,1273514,845898.0,17.0,,,,,gialla,1.5166506491912788
6715,2021-01-08,ITA,19,Sicilia,38.11569725,13.362356699999998,1246,200,1446,38226,39672,967,1842,62147,2664,,,104483,1284101,852250.0,16.0,,,,,gialla,1.458062870780484
6736,2021-01-09,ITA,19,Sicilia,38.11569725,13.362356699999998,1256,205,1461,38937,40398,726,1839,63229,2695,,,106322,1294528,858606.0,9.0,,,,,arancione,1.4084206022259633
6757,2021-01-10,ITA,19,Sicilia,38.11569725,13.362356699999998,1265,208,1473,40033,41506,1108,1733,63821,2728,,,108055,1303264,863763.0,6.0,,,,,arancione,1.3579143445020605
6778,2021-01-11,ITA,19,Sicilia,38.11569725,13.362356699999998,1298,208,1506,41313,42819,1313,1587,64058,2765,,,109642,1311962,868928.0,18.0,,,,,arancione,1.3400049370389435
6799,2021-01-12,ITA,19,Sicilia,38.11569725,13.362356699999998,1342,209,1551,42487,44038,1219,1913,64712,2805,,,111555,1322705,875373.0,22.0,,,,,arancione,1.285042305261004
6820,2021-01-13,ITA,19,Sicilia,38.11569725,13.362356699999998,1371,208,1579,43098,44677,639,1969,66006,2841,,,113524,1333247,881698.0,14.0,,,,,arancione,1.239506203011566
6841,2021-01-14,ITA,19,Sicilia,38.11569725,13.362356699999998,1397,205,1602,43263,44865,188,1867,67649,2877,,,115391,1343984,888140.0,14.0,,,,,arancione,1.1717181915773487
6862,2021-01-15,ITA,19,Sicilia,38.11569725,13.362356699999998,1403,210,1613,43432,45045,180,1945,69375,2916,,,117336,1367989,894456.0,18.0,117336.0,0.0,1354511.0,13478.0,arancione,1.1152140483502009
6883,2021-01-16,ITA,19,Sicilia,38.11569725,13.362356699999998,1406,212,1618,43834,45452,407,1954,70884,2954,,,119290,1393086,900666.0,16.0,119290.0,0.0,1364861.0,28225.0,arancione,1.065467602018256
6904,2021-01-17,ITA,19,Sicilia,38.11569725,13.362356699999998,1422,208,1630,44795,46425,973,1439,71315,2989,,,120729,1437613,906120.0,10.0,120729.0,0.0,1373951.0,63662.0,rossa,1.0051655557081802
6925,2021-01-18,ITA,19,Sicilia,38.11569725,13.362356699999998,1444,205,1649,45236,46885,460,1278,72095,3027,,,122007,1477389,911144.0,19.0,122007.0,0.0,1382325.0,95064.0,rossa,0.94059960837982
6946,2021-01-19,ITA,19,Sicilia,38.11569725,13.362356699999998,1456,211,1667,45860,47527,642,1641,73057,3064,,,123648,1498556,917147.0,22.0,123648.0,0.0,1392330.0,106226.0,rossa,0.8897381704901238
6967,2021-01-20,ITA,19,Sicilia,38.11569725,13.362356699999998,1459,215,1674,45033,46707,-820,1486,75326,3101,,,125134,1518559,923280.0,14.0,125134.0,0.0,1402553.0,116006.0,rossa,0.8286210318926334
6988,2021-01-21,ITA,19,Sicilia,38.11569725,13.362356699999998,1436,221,1657,45241,46898,191,1230,76337,3129,,,126364,1540168,929118.0,23.0,126364.0,0.0,1412283.0,127885.0,rossa,0.7911513280943832
7009,2021-01-22,ITA,19,Sicilia,38.11569725,13.362356699999998,1441,222,1663,45626,47289,391,1355,77269,3161,,,127719,1560423,935211.0,14.0,127719.0,0.0,1422438.0,137985.0,rossa,0.7723742481468393
7030,2021-01-23,ITA,19,Sicilia,38.11569725,13.362356699999998,1444,223,1667,45960,47627,338,1158,78056,3194,,,128877,1583888,940932.0,14.0,128877.0,0.0,1431974.0,151914.0,rossa,0.7350036870492775
7051,2021-01-24,ITA,19,Sicilia,38.11569725,13.362356699999998,1431,227,1658,45996,47654,27,875,78872,3226,,,129752,1604479,945261.0,15.0,129752.0,0.0,1439190.0,165289.0,rossa,0.7163335065573132
7072,2021-01-25,ITA,19,Sicilia,38.11569725,13.362356699999998,1439,227,1666,46335,48001,347,885,79376,3260,,,130637,1625287,950469.0,11.0,130637.0,0.0,1447871.0,177416.0,rossa,0.7246224807461505
7093,2021-01-26,ITA,19,Sicilia,38.11569725,13.362356699999998,1435,229,1664,45815,47479,-522,970,80832,3296,,,131607,1648866,956437.0,18.0,131607.0,0.0,1457818.0,191048.0,rossa,0.7163965515726298
7114,2021-01-27,ITA,19,Sicilia,38.11569725,13.362356699999998,1421,232,1653,45377,47030,-449,996,82239,3334,,,132603,1678136,962946.0,11.0,132603.0,0.0,1468667.0,209469.0,rossa,0.7163525385047116
7135,2021-01-28,ITA,19,Sicilia,38.11569725,13.362356699999998,1405,215,1620,44556,46176,-854,994,84050,3371,,,133597,1700897,969503.0,7.0,133597.0,0.0,1479596.0,221301.0,rossa,0.7259773437850522
7156,2021-01-29,ITA,19,Sicilia,38.11569725,13.362356699999998,1373,211,1584,42683,44267,-1909,944,86866,3408,,,134541,1726358,975217.0,7.0,134541.0,0.0,1489119.0,237239.0,rossa,0.7425961985787809
7177,2021-01-30,ITA,19,Sicilia,38.11569725,13.362356699999998,1345,208,1553,41315,42868,-1399,846,89076,3443,,,135387,1751609,980665.0,8.0,135387.0,0.0,1498199.0,253410.0,rossa,0.7807470843128586
7198,2021-01-31,ITA,19,Sicilia,38.11569725,13.362356699999998,1325,204,1529,40760,42289,-579,716,90336,3478,,,136103,1784459,985615.0,8.0,136103.0,0.0,1506448.0,278011.0,rossa,0.7997173492257433
7219,2021-02-01,ITA,19,Sicilia,38.11569725,13.362356699999998,1336,204,1540,40662,42202,-87,766,91159,3508,,,136869,1817208,989907.0,13.0,136869.0,0.0,1513602.0,303606.0,arancione,0.8029687577821851
7240,2021-02-02,ITA,19,Sicilia,38.11569725,13.362356699999998,1327,202,1529,40084,41613,-589,984,92695,3545,,,137853,1839463,995922.0,15.0,137853.0,0.0,1523628.0,315835.0,arancione,0.7840908673575819
7261,2021-02-03,ITA,19,Sicilia,38.11569725,13.362356699999998,1317,193,1510,39612,41122,-491,886,94038,3579,,,138739,1863593,1002162.0,7.0,138739.0,0.0,1534086.0,329507.0,arancione,0.8109587110990412
7282,2021-02-04,ITA,19,Sicilia,38.11569725,13.362356699999998,1286,187,1473,39181,40654,-468,789,95271,3603,,,139528,1885970,1008097.0,7.0,139528.0,0.0,1543979.0,341991.0,arancione,0.8117431262660452
7303,2021-02-05,ITA,19,Sicilia,38.11569725,13.362356699999998,1244,182,1426,38128,39554,-1100,616,96956,3634,,,140144,1911176,1013674.0,9.0,140144.0,0.0,1553275.0,357901.0,arancione,0.7888209166172028
7324,2021-02-06,ITA,19,Sicilia,38.11569725,13.362356699999998,1228,177,1405,37861,39266,-288,836,98057,3657,,,140980,1936886,1019978.0,10.0,140980.0,0.0,1563868.0,373018.0,arancione,0.7813607457643746
7345,2021-02-07,ITA,19,Sicilia,38.11569725,13.362356699999998,1198,178,1376,37633,39009,-257,574,98863,3682,,,141554,1961519,1024409.0,12.0,141554.0,0.0,1571253.0,390266.0,arancione,0.7813943141437015
7366,2021-02-08,ITA,19,Sicilia,38.11569725,13.362356699999998,1192,181,1373,37559,38932,-77,478,99396,3704,,,142032,1983965,1028509.0,10.0,142032.0,0.0,1578087.0,405878.0,arancione,0.8087515594586397
7387,2021-02-09,ITA,19,Sicilia,38.11569725,13.362356699999998,1161,176,1337,37184,38521,-411,744,100527,3728,,,142776,2005913,1033929.0,5.0,142776.0,0.0,1587121.0,418792.0,arancione,0.8097245233913396
7408,2021-02-10,ITA,19,Sicilia,38.11569725,13.362356699999998,1108,170,1278,36309,37587,-934,695,102127,3757,,,143471,2028273,1039395.0,7.0,143471.0,0.0,1596232.0,432041.0,arancione,0.7848170113359022
7429,2021-02-11,ITA,19,Sicilia,38.11569725,13.362356699999998,1071,165,1236,35419,36655,-932,760,103793,3783,,,144231,2049875,1045265.0,11.0,144231.0,0.0,1606016.0,443859.0,arancione,0.7909793622893819
7450,2021-02-12,ITA,19,Sicilia,38.11569725,13.362356699999998,1055,169,1224,34083,35307,-1348,491,105611,3804,,,144722,2072966,1050954.0,10.0,144722.0,0.0,1615498.0,457468.0,arancione,0.7812715101293003
7471,2021-02-13,ITA,19,Sicilia,38.11569725,13.362356699999998,1043,168,1211,33759,34970,-337,543,106471,3824,,,145265,2095696,1056048.0,7.0,145265.0,0.0,1623988.0,471708.0,arancione,0.7918564182234132
7492,2021-02-14,ITA,19,Sicilia,38.11569725,13.362356699999998,1030,165,1195,33671,34866,-104,479,107030,3848,,,145744,2115681,1059724.0,5.0,145744.0,0.0,1630116.0,485565.0,arancione,0.7774625206076663
7513,2021-02-15,ITA,19,Sicilia,38.11569725,13.362356699999998,1035,165,1200,33349,34549,-317,332,107658,3869,,,146076,2134318,1063740.0,9.0,146076.0,0.0,1636810.0,497508.0,arancione,0.7488826724988137
7534,2021-02-16,ITA,19,Sicilia,38.11569725,13.362356699999998,1005,158,1163,33317,34480,-69,625,108330,3891,,,146701,2157186,1069402.0,5.0,146701.0,0.0,1646247.0,510939.0,arancione,0.765516871944671
7555,2021-02-17,ITA,19,Sicilia,38.11569725,13.362356699999998,961,154,1115,32540,33655,-825,484,109615,3915,,,147185,2180980,1075049.0,6.0,147185.0,0.0,1655659.0,525321.0,arancione,0.7800007611572932
7576,2021-02-18,ITA,19,Sicilia,38.11569725,13.362356699999998,930,145,1075,31929,33004,-651,480,110720,3941,,,147665,2205754,1080729.0,6.0,147665.0,0.0,1665126.0,540628.0,arancione,0.7920378878815584
7597,2021-02-19,ITA,19,Sicilia,38.11569725,13.362356699999998,884,150,1034,30535,31569,-1435,440,112573,3963,,,148105,2228960,1086166.0,11.0,148105.0,0.0,1674188.0,554772.0,arancione,0.8353499128446958
7618,2021-02-20,ITA,19,Sicilia,38.11569725,13.362356699999998,862,145,1007,28899,29906,-1663,474,114692,3981,,,148579,2252267,1090761.0,3.0,148579.0,0.0,1681846.0,570421.0,arancione,0.8218932631515921
7639,2021-02-21,ITA,19,Sicilia,38.11569725,13.362356699999998,846,143,989,28191,29180,-726,411,115811,3999,,,148990,2272179,1095427.0,4.0,148990.0,0.0,1689624.0,582555.0,arancione,0.8681925597182845
7660,2021-02-22,ITA,19,Sicilia,38.11569725,13.362356699999998,843,142,985,28382,29367,187,412,116017,4018,,,149402,2290737,1099845.0,6.0,149402.0,0.0,1696988.0,593749.0,arancione,0.9314062331715969
7681,2021-02-23,ITA,19,Sicilia,38.11569725,13.362356699999998,818,135,953,27704,28657,-710,452,117158,4039,,,149854,2315916,1104845.0,5.0,149854.0,0.0,1705322.0,610594.0,arancione,0.9887961491385403
7702,2021-02-24,ITA,19,Sicilia,38.11569725,13.362356699999998,816,130,946,26744,27690,-967,542,118646,4060,,,150396,2342356,1109928.0,10.0,150396.0,0.0,1713795.0,628561.0,arancione,1.0148410913849204
7723,2021-02-25,ITA,19,Sicilia,38.11569725,13.362356699999998,799,131,930,26096,27026,-664,613,119908,4075,,,151009,2367543,1115332.0,8.0,151009.0,0.0,1722817.0,644726.0,arancione,1.032137888145246
7744,2021-02-26,ITA,19,Sicilia,38.11569725,13.362356699999998,776,132,908,25689,26597,-429,578,120894,4096,,,151587,2392113,1120327.0,8.0,151587.0,0.0,1731142.0,660971.0,arancione,1.0523177207437118
7765,2021-02-27,ITA,19,Sicilia,38.11569725,13.362356699999998,734,134,868,24903,25771,-826,518,122217,4117,,,152105,2418042,1125332.0,8.0,152105.0,0.0,1739485.0,678557.0,arancione,1.0831618505218075
7786,2021-02-28,ITA,19,Sicilia,38.11569725,13.362356699999998,725,133,858,25124,25982,211,453,122438,4138,,,152558,2442832,1130192.0,6.0,152558.0,0.0,1747585.0,695247.0,arancione,1.0736834243831612
7807,2021-03-01,ITA,19,Sicilia,38.11569725,13.362356699999998,726,132,858,25323,26181,199,478,122699,4156,,,153036,2463696,1135110.0,7.0,153036.0,0.0,1755782.0,707914.0,arancione,1.051478518669559
7828,2021-03-02,ITA,19,Sicilia,38.11569725,13.362356699999998,726,123,849,24880,25729,-452,566,123703,4170,,,153602,2488439,1139681.0,3.0,153602.0,0.0,1763401.0,725038.0,arancione,1.0269356752471057
7849,2021-03-03,ITA,19,Sicilia,38.11569725,13.362356699999998,696,117,813,24316,25129,-600,539,124825,4187,,,154141,2513610,1144611.0,2.0,154141.0,0.0,1771619.0,741991.0,arancione,1.0425313077657647
7870,2021-03-04,ITA,19,Sicilia,38.11569725,13.362356699999998,676,118,794,23751,24545,-584,560,125955,4201,,,154701,2540447,1149114.0,6.0,154701.0,0.0,1779124.0,761323.0,arancione,1.07109718071399
7891,2021-03-05,ITA,19,Sicilia,38.11569725,13.362356699999998,670,120,790,21888,22678,-1867,519,128329,4213,,,155220,2563608,1153443.0,6.0,155220.0,0.0,1786340.0,777268.0,arancione,1.0740349903893638
7912,2021-03-06,ITA,19,Sicilia,38.11569725,13.362356699999998,662,121,783,18944,19727,-2951,592,131862,4223,,,155812,2589844,1158058.0,6.0,155812.0,0.0,1794032.0,795812.0,arancione,1.075372066719682
7933,2021-03-07,ITA,19,Sicilia,38.11569725,13.362356699999998,657,123,780,15940,16720,-3007,576,135433,4235,,,156388,2611985,1162553.0,6.0,156388.0,0.0,1801525.0,810460.0,arancione,1.109581519405732
7954,2021-03-08,ITA,19,Sicilia,38.11569725,13.362356699999998,669,120,789,14610,15399,-1321,515,137250,4254,,,156903,2631181,1166825.0,11.0,156903.0,0.0,1808645.0,822536.0,arancione,1.126323230267729
7975,2021-03-09,ITA,19,Sicilia,38.11569725,13.362356699999998,665,112,777,13425,14202,-1197,595,139024,4272,,,157498,2654023,1171248.0,9.0,157498.0,0.0,1816018.0,838005.0,arancione,1.1525661430200598
7996,2021-03-10,ITA,19,Sicilia,38.11569725,13.362356699999998,667,108,775,12906,13681,-521,695,140225,4287,,,158193,2678017,1176363.0,2.0,158193.0,0.0,1824543.0,853474.0,arancione,1.1481093271284368
8017,2021-03-11,ITA,19,Sicilia,38.11569725,13.362356699999998,671,100,771,12751,13522,-159,672,141038,4305,,,158865,2701655,1181273.0,3.0,158865.0,0.0,1832727.0,868928.0,arancione,1.1379151406703523
8038,2021-03-12,ITA,19,Sicilia,38.11569725,13.362356699999998,671,101,772,13024,13796,274,679,141430,4318,,,159544,2727332,1186468.0,7.0,159544.0,0.0,1841386.0,885946.0,arancione,1.1240878415221351
8059,2021-03-13,ITA,19,Sicilia,38.11569725,13.362356699999998,684,99,783,13087,13870,74,650,141993,4331,,,160194,2753838,1191491.0,5.0,160194.0,0.0,1849759.0,904079.0,arancione,1.1059824922242814
8080,2021-03-14,ITA,19,Sicilia,38.11569725,13.362356699999998,691,100,791,13532,14323,453,613,142140,4344,,,160807,2775652,1195760.0,4.0,160807.0,0.0,1856875.0,918777.0,arancione,1.106583241340078
8101,2021-03-15,ITA,19,Sicilia,38.11569725,13.362356699999998,718,107,825,13931,14756,433,523,142216,4358,,,161330,2797107,1200327.0,11.0,161330.0,0.0,1864488.0,932619.0,arancione,1.1182267011121931
8122,2021-03-16,ITA,19,Sicilia,38.11569725,13.362356699999998,725,113,838,13938,14776,20,598,142781,4371,,,161928,2821658,1205091.0,11.0,161928.0,0.0,1872429.0,949229.0,arancione,1.1418796483821398
8143,2021-03-17,ITA,19,Sicilia,38.11569725,13.362356699999998,734,116,850,14115,14965,189,782,143362,4383,,,162710,2848185,1210951.0,11.0,162710.0,0.0,1882197.0,965988.0,arancione,1.1522931446631566
8164,2021-03-18,ITA,19,Sicilia,38.11569725,13.362356699999998,731,117,848,14613,15461,496,789,143641,4397,,,163499,2874348,1216838.0,5.0,163499.0,0.0,1892009.0,982339.0,arancione,1.1515699845387186
8185,2021-03-19,ITA,19,Sicilia,38.11569725,13.362356699999998,726,121,847,14937,15784,323,859,144162,4412,,,164358,2898109,1222708.0,6.0,164358.0,0.0,1901793.0,996316.0,arancione,1.165435007496883
8206,2021-03-20,ITA,19,Sicilia,38.11569725,13.362356699999998,731,122,853,14880,15733,-51,782,144985,4422,,,165140,2925797,1228369.0,6.0,165140.0,0.0,1911228.0,1014569.0,arancione,1.177422759105784
8227,2021-03-21,ITA,19,Sicilia,38.11569725,13.362356699999998,751,125,876,15316,16192,459,699,145217,4430,,,165839,2949870,1233396.0,7.0,165839.0,0.0,1919607.0,1030263.0,arancione,1.1484294173211942
8248,2021-03-22,ITA,19,Sicilia,38.11569725,13.362356699999998,783,123,906,15712,16618,426,666,145436,4451,,,166505,2965847,1237853.0,6.0,166505.0,0.0,1927036.0,1038811.0,arancione,1.1443847749992098
8269,2021-03-23,ITA,19,Sicilia,38.11569725,13.362356699999998,814,121,935,15554,16489,-129,751,146296,4471,,,167256,2990826,1243440.0,5.0,167256.0,0.0,1936348.0,1054478.0,arancione,1.1268094308641643
8290,2021-03-24,ITA,19,Sicilia,38.11569725,13.362356699999998,812,119,931,15456,16387,-102,765,147141,4493,,,168021,3016803,1249413.0,8.0,168021.0,0.0,1946304.0,1070499.0,arancione,1.1270806180154853
8311,2021-03-25,ITA,19,Sicilia,38.11569725,13.362356699999998,813,118,931,15063,15994,-393,895,148409,4513,,,168916,3042029,1255948.0,8.0,168916.0,0.0,1957197.0,1084832.0,arancione,1.1592297258849051
8332,2021-03-26,ITA,19,Sicilia,38.11569725,13.362356699999998,799,121,920,15483,16403,409,892,148870,4535,,,169808,3069858,1262606.0,8.0,169808.0,0.0,1968294.0,1101564.0,arancione,1.1669523623901166
8353,2021-03-27,ITA,19,Sicilia,38.11569725,13.362356699999998,813,127,940,15472,16412,9,890,149728,4558,,,170698,3098896,1268315.0,10.0,170698.0,0.0,1977810.0,1121086.0,arancione,0.0
8374,2021-03-28,ITA,19,Sicilia,38.11569725,13.362356699999998,844,129,973,16027,17000,588,953,150068,4583,,,171651,3124143,1274187.0,5.0,171651.0,0.0,1987598.0,1136545.0,arancione,0.0
8395,2021-03-29,ITA,19,Sicilia,38.11569725,13.362356699999998,876,133,1009,16408,17417,417,799,150426,4607,,,172450,3147423,1279237.0,7.0,172450.0,0.0,1996016.0,1151407.0,arancione,0.0
5477,2020-11-10,ITA,9,Toscana,43.76923077,11.25588885,1582,242,1824,44490,46314,1834,2223,19451,1648,54431.0,12982.0,67413,1241973,813816.0,,,,,,arancione,1.0753603546628774
5498,2020-11-11,ITA,9,Toscana,43.76923077,11.25588885,1628,246,1874,46026,47900,1586,2507,20319,1701,56467.0,13453.0,69920,1259794,822966.0,,,,,,arancione,1.0357920183711917
5519,2020-11-12,ITA,9,Toscana,43.76923077,11.25588885,1653,256,1909,47007,48916,1016,1932,21198,1738,58012.0,13840.0,71852,1275580,830926.0,,,,,,arancione,1.0380229176985605
5540,2020-11-13,ITA,9,Toscana,43.76923077,11.25588885,1656,265,1921,48208,50129,1213,2478,22408,1793,59899.0,14431.0,74330,1294003,839613.0,,,,,,arancione,1.0425500619486254
5561,2020-11-14,ITA,9,Toscana,43.76923077,11.25588885,1679,266,1945,49116,51061,932,2420,23854,1835,61678.0,15072.0,76750,1313187,848164.0,,,,,,arancione,1.0454623610576133
5582,2020-11-15,ITA,9,Toscana,43.76923077,11.25588885,1734,274,2008,50300,52308,1247,2653,25216,1879,63548.0,15855.0,79403,1331924,856660.0,,,,,,rossa,1.0399683246833493
5603,2020-11-16,ITA,9,Toscana,43.76923077,11.25588885,1777,284,2061,51790,53851,1543,2433,26070,1915,65242.0,16594.0,81836,1347451,863173.0,,,,,,rossa,1.038453887263811
